Id2,Total; Estimate; Total population,Male; Estimate; Total population,Female; Estimate; Total population,Male; Estimate; AGE - Under 5 years,Male; Estimate; AGE - 45 to 49 years,Male; Estimate; AGE - 50 to 54 years,Male; Estimate; AGE - 55 to 59 years,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Female; Estimate; AGE - Under 5 years,Female; Estimate; AGE - 45 to 49 years,Female; Estimate; AGE - 50 to 54 years,Female; Estimate; AGE - 55 to 59 years,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
24016,8532,4338,4194,6.1,10.3,9.9,8.7,8.4,43.1,13.5,5.3,6.2,6.2,9.3,12.6,41.2,19.2,38.2,40.4,439,6491,59402,270490
78655,3574,1728,1846,4.9,3.9,8.3,6.6,26.6,29.1,20.5,6.3,4.8,4.4,6,13.8,45,19.6,36.4,40.9,36,187,1022,4560
77591,13846,6712,7134,8.6,5.8,4.4,6,18.7,41.6,14.9,7,6.1,5,4.6,13,39.3,25.1,31,38.5,243,4309,35283,149148
91016,42090,21006,21084,7.8,5.6,9.1,6.6,12.2,42.2,16.4,7.2,7,8.6,7,10.2,41,19.1,36.1,39.4,1173,16543,213370,870367
80483,624,344,280,10.5,6.4,7.6,12.8,7.8,31.7,23.3,3.2,5,1.8,6.4,14.6,41.8,27.1,45,33.7,24,71,398,1903
79781,177,92,85,0,0,10.9,3.3,34.8,46.7,4.3,0,8.2,0,5.9,25.9,50.6,9.4,35.3,30.9,9,83,1688,6516
48765,662,342,320,2.6,7.6,6.1,17,6.4,21.1,39.2,1.9,4.1,5.3,18.8,9.4,22.2,38.4,56.7,56.2,6,12,61,383
35553,4584,2216,2368,6,10,5.3,5.6,12.4,40.2,20.5,5.9,6.3,10.3,11.7,9.2,33.2,23.5,38.5,47.3,75,1008,6360,27199
26505,38243,20327,17916,3,2.5,3.9,3.3,5.5,73.3,8.5,2.9,3.4,4.3,4.1,4.6,66.8,14,23.3,24.9,1100,20850,264459,945987
90815,40462,19532,20930,5.8,7.2,8.2,6.2,10.3,43.3,19,5.6,6.6,6.8,7.1,8.9,43.7,21.3,38.5,39.3,875,11884,102336,414737
21629,9544,4693,4851,7.5,7.7,4.5,10.6,14.1,38.8,16.8,4.4,6.3,7.2,8.8,12.2,35.6,25.5,34.6,42.9,248,2520,19926,87656
29014,1757,893,864,1.5,8.7,17.4,4.3,11.9,25.2,31.1,6.8,13.4,6.9,8.1,11,35.5,18.2,50.9,44.3,9,20,76,376
74722,295,148,147,15.5,10.8,12.2,0,11.5,35.1,14.9,6.1,8.2,2,0,17.7,31.3,34.7,28.5,42.2,8,30,256,970
38635,16237,7895,8342,4.6,9.1,8.1,7.9,12.5,44.2,13.5,5.7,7.1,5.6,7.9,13.2,38.1,22.3,38.2,39.6,198,3896,22484,96670
64661,1064,495,569,12.1,3.6,6.5,7.5,13.3,29.5,27.5,6,3,9.1,6,23.2,30.4,22.3,42.3,35.8,10,63,309,1459
80532,133,42,91,0,0,0,0,0,0,100,0,38.5,0,12.1,0,13.2,36.3,-,47,5,12,54,300
56155,443,212,231,7.1,11.3,8,7.5,11.3,33.5,21.2,7.4,7.4,3.5,7.8,16.9,39.4,17.7,42.5,35.6,14,65,716,3619
93703,33417,17193,16224,10.8,4.6,6.3,4.8,18.4,45.2,9.9,9.6,6.3,5.9,5.5,16.4,44.2,12,25.8,29.5,431,6901,60667,263394
76070,656,284,372,0,0,23.2,8.1,4.2,16.2,48.2,2.4,2.7,0,0,9.9,46.8,38.2,55.8,44.2,16,141,1338,5652
30683,7226,3687,3539,5.7,5.9,6.1,7.1,18.6,38.3,18.4,5,7,6.6,8.2,12.7,37.1,23.5,36.2,39.3,81,721,5325,22400
49327,8471,4236,4235,6.7,7.3,7.9,6.2,14.8,37,20,5.8,7,8.6,6.9,13.8,36.5,21.4,38.6,39.8,101,773,5112,25446
64446,1001,486,515,4.5,6.6,8.4,7,8.6,29.2,35.6,3.3,6.4,7.6,8.2,9.7,28,36.9,51.4,51.8,36,177,1359,5973
60155,7947,4129,3818,2.3,8.1,10.4,6.7,11.8,40,20.7,5.5,8.1,9.5,10,10.8,30.3,25.8,42.4,47.1,252,6976,90657,381849
48836,13648,7062,6586,6.7,8.2,8.5,7.5,15.7,40.4,13,7,8.6,9.1,6.9,14.1,38.1,16.1,37.2,39.5,219,2442,23480,111188
32305,20626,9383,11243,7.4,5.6,6.9,6.6,14.9,43.5,15.1,6.8,5,6.7,7.3,15.1,42.6,16.5,30.9,32.4,198,1691,13873,59479
42378,2865,1586,1279,9.4,6.6,8.4,5.4,22,32.1,16.1,7.4,8.5,6.5,6.1,10.2,40.9,20.3,31.5,39.5,41,242,1406,6029
77565,6376,3260,3116,2.2,8.4,9.3,9,10.3,37.9,22.9,3.4,10.4,6.7,6.5,8.6,37.4,27.1,44.7,45.1,300,5564,39801,176748
33185,29514,14464,15050,7.6,11.3,8.6,5.4,14,42.5,10.5,4.5,11.9,7.9,6.5,10.6,39.3,19.4,34.4,42.1,457,1805,11352,47705
52217,432,192,240,0,5.7,3.6,3.1,25.5,24,38,2.9,10.8,3.8,0.4,4.2,39.6,38.3,45.3,47.5,8,57,424,1088
68001,142,72,70,6.9,9.7,19.4,5.6,6.9,29.2,22.2,5.7,5.7,24.3,2.9,4.3,34.3,22.9,48.3,50,5,14,80,379
27569,7701,3829,3872,6.7,6.1,5,7.9,12.5,41.2,20.5,2.5,6.6,5.8,8.8,13.1,37.2,26,37.7,40.9,85,569,3001,13377
20118,11,6,5,0,50,0,0,0,0,50,0,0,0,0,0,60,40,-,-,56,337,4805,18552
54102,787,408,379,2.5,3.9,14.7,12.3,8.1,18.9,39.7,1.8,6.3,8.7,13.2,7.9,19.8,42.2,57.4,57.6,13,51,319,1332
57373,421,211,210,0,18,13.3,8.5,10.4,20.9,28.9,1.4,7.1,7.1,12.4,17.6,26.7,27.6,50.2,47.5,10,36,158,1194
38139,16319,8330,7989,4.4,6,10,7.8,17.4,34.3,20.1,4.1,7.3,11.9,10.8,14.8,28.7,22.3,40.4,47.2,166,1559,9750,44329
59931,362,161,201,0,1.2,6.2,8.1,14.3,34.2,36,5.5,9,14.9,9.5,10,15.4,35.8,50.1,52.7,9,15,84,420
67030,3107,1568,1539,7.4,5.7,6.6,9.2,21.1,37.3,12.6,7.2,5.5,8.3,7.3,19.2,41.4,11.2,31.7,30.9,54,906,16023,57735
27455,29398,14055,15343,6.2,8,9.4,7.8,15.6,35.4,17.6,4.1,9,8.4,7.1,12.9,37.1,21.4,40.6,41.9,432,4574,40143,164498
42303,40029,18946,21083,6.4,7.8,7.7,6.3,14.7,38.8,18.3,5.9,5.9,7.4,7.2,13.7,37,22.8,37.4,39.9,1024,16647,151840,681546
43119,28115,14046,14069,9.9,5.5,6.8,7.6,16.4,40.7,13,9.1,6.5,7.1,7.1,14.5,42.7,13.1,32.7,32.6,176,1109,7703,33343
30188,57035,27648,29387,7.8,6.9,6.4,6.3,15.1,41.9,15.6,8.5,7,6.4,6.7,14.8,38.9,17.6,36.3,36.7,1531,14065,111879,503150
24925,637,323,314,0,0,10.8,14.2,7.4,35,32.5,15,8.3,1.9,21.3,9.2,22.3,22,53.7,47.6,23,203,1405,6963
14006,9754,4652,5102,6.8,6.6,6.8,12.9,8,35.9,23,4,5.6,7.8,11.8,11.5,31.1,28.3,44.5,47.7,130,1140,7817,33655
56588,574,274,300,2.6,6.2,7.7,5.8,11.3,21.5,44.9,4.3,3.3,5,9.7,13.3,17.3,47,56.3,58.4,10,24,112,521
2873,218,119,99,0,0,20.2,0,0,79.8,0,0,0,0,0,0,22.2,77.8,36.5,61.5,5,5,37,199
39071,5896,2938,2958,6.9,4.9,6.1,9.9,11.1,40.6,20.6,5.7,4.1,7.6,10.8,16.4,35.8,19.5,39.5,40.5,93,749,5092,21046
48160,13542,7359,6183,3.7,8.6,8.8,8,11.3,43.3,16.3,5.2,7.1,8.4,5.5,14.7,40.3,18.9,40.6,40,198,2467,18088,80708
10953,102,50,52,0,22,0,0,16,0,62,0,0,0,15.4,0,36.5,48.1,61.9,55.9,19,234,3246,15334
7202,41029,20507,20522,7.4,6.9,6.9,6.4,14.7,45.3,12.3,6.8,7.6,5.6,5.8,13.7,43.9,16.7,34.5,34.1,540,5877,63735,295894
14085,7040,3696,3344,3.4,8.2,7.4,8.7,19.1,37.2,16.1,6.3,7.2,7.1,10.6,13.4,39.1,16.2,38.4,40.7,64,413,1932,8563
12067,1594,876,718,6.5,2.4,7.3,6.6,16,38.9,22.3,4,10.4,8.6,7.8,9.7,32.5,26.9,36.5,47.8,30,565,8313,38390
19428,16108,8216,7892,6,5,4.7,6.9,6.7,53.8,16.8,5.6,5.1,6.5,6.8,7.4,49,19.7,34.3,34.9,1196,27050,570425,2178338
64728,505,262,243,9.5,8.8,5,7.3,18.7,25.6,25.2,5.3,1.2,3.7,8.6,18.5,32.9,29.6,39.5,40.8,7,24,159,785
15458,2516,1254,1262,8.1,6.1,9.7,6.2,9.6,38.7,21.6,2.1,13.1,6.7,4.7,18.7,30.9,23.9,38.1,41.8,22,223,1933,8445
14585,79,32,47,0,0,12.5,0,0,12.5,75,0,12.8,0,0,0,0,87.2,67.6,68.4,9,57,474,2085
23829,2652,2035,617,1.7,13.6,16.7,13.7,6,24.1,24.3,1.1,2.9,13.6,7.9,19.4,28.4,26.6,51.7,48.2,15,48,276,1192
30101,57205,28132,29073,6.6,9.3,6.8,6.3,18.2,39.8,13.1,6.5,8.1,7.9,6.1,17.5,41.4,12.6,36.5,35.8,1083,11418,90539,394387
70036,976,537,439,6,2,1.1,5,4.5,36.7,44.7,0,2.3,5.7,10.7,5.9,26.4,49,50.9,59.6,10,7,90,970
48328,25434,12562,12872,8.4,7.5,7.3,7.9,10.6,42.9,15.2,5.6,6.7,8.4,6.9,12.6,38,21.8,36.8,40,590,5890,46618,210157
84112,2252,1171,1081,0.4,0,0,1.5,0.5,92.1,5.5,0.6,0,1.7,0,0,93.8,4,19.7,20.2,36,379,2486,10281
68045,1922,938,984,9.4,6.9,6,7.4,16,32.3,22.1,7.2,6.2,7.2,6.7,14,30.6,28,38.1,42.8,72,425,4931,20674
82431,3595,1782,1813,7.2,11,5.2,4.4,16.7,28.8,26.8,10.2,4.3,4.8,5.2,14.7,29.6,31.2,43.2,36.7,106,1338,13383,59364
77664,2467,1196,1271,2.4,6.5,6.6,15.8,16,25.8,26.9,3.9,9,3,7.7,14.6,38.9,22.8,47.9,40.8,25,127,758,3369
44656,3087,1679,1408,3.5,6.6,13.7,11.8,15.8,32.8,15.8,3.6,10.5,10.4,7.8,5.8,33.7,28.3,44.3,49,36,360,4342,18197
79834,169,81,88,0,13.6,19.8,4.9,0,59.3,2.5,6.8,0,12.5,11.4,8,46.6,14.8,44.2,33.8,3,121,530,2122
68940,647,372,275,0,8.6,11,10.5,22.8,34.9,12.1,6.9,9.1,4,8.4,14.2,37.8,19.6,40.7,39.7,5,21,127,718
77004,35739,17837,17902,3.6,6,3.9,6.7,5.7,62.6,11.6,5,3.2,3.9,5.9,6.2,62.3,13.6,28.6,27.8,720,11333,86895,389403
62537,45,26,19,15.4,0,15.4,26.9,0,11.5,30.8,0,15.8,0,0,0,21.1,63.2,55.7,64.6,6,108,1941,8284
30436,11797,5856,5941,7,4.9,6.6,7,18.9,40.3,15.4,7.3,6.3,7.3,4.3,12.9,39.6,22.3,32.4,36.9,156,1726,13372,52094
87002,21735,10884,10851,9.5,6.7,5.7,5.7,13.8,36,22.7,7.2,6,7.7,6.5,12.5,34.6,25.5,36.8,40.5,278,3085,20613,89501
81610,374,205,169,12.2,3.4,3.9,6.3,14.1,36.1,23.9,16,9.5,5.3,4.1,9.5,27.8,27.8,31.3,43.5,9,28,220,757
49065,6358,3234,3124,4.9,4.7,6.3,8.5,15.6,41.8,18.1,4.2,8.4,7.9,8.3,13.1,32.7,25.5,35.3,45,83,918,6771,31382
7501,33024,16041,16983,9.6,5.6,7.2,4.4,15.5,45.6,12,8.8,7.6,5.8,3.9,14.8,43.6,15.6,29.2,31.9,443,4562,36427,155825
62846,2616,2223,393,1.8,8.5,7.3,3.5,3.2,66.7,9,6.1,3.6,8.9,5.3,11.7,46.1,18.3,35.8,35.6,14,180,1526,6104
37866,1730,895,835,6.6,0.8,6.3,15.9,10.2,27.8,32.5,2.2,11.4,6.6,16.9,11.1,22.2,29.7,52.6,51.9,12,40,372,1561
66451,1731,823,908,6,4.3,9.5,7.5,18.1,33.4,21.3,7.7,3.9,9,7.7,14,38.2,19.5,38.5,38.1,45,206,1180,5079
6242,1503,803,700,6.5,9,7.3,10.3,10.6,37.1,19.2,2.9,12.4,7.4,9,11,34.6,22.7,40.6,46.4,32,555,6325,28504
35058,9565,4953,4612,8.5,10.4,6.5,5.7,11.1,34.7,23.2,5.1,10.7,5.1,7.6,12,33.8,25.8,41.9,44,217,3113,26182,117404
78351,531,239,292,5,1.7,7.5,2.5,16.7,40.6,25.9,8.6,1.7,7.2,5.1,17.1,33.9,26.4,33.5,35.6,8,61,459,1802
10028,46883,20496,26387,6.4,6.4,4.4,7.9,8.2,43.1,23.6,3.8,6.4,5.4,5.8,7.4,47.3,23.9,40.4,38.9,1870,20393,218197,946715
40489,3801,2067,1734,5.6,8.2,6.7,9.6,15,33.6,21.3,7.1,10.2,6.2,7,12.1,35.2,22.3,40.7,43.2,33,146,685,3058
48601,36537,17211,19326,8.4,5.8,7.3,6.1,15.1,35.7,21.6,6.9,6.2,7.6,7.9,12.1,36,23.4,35.7,40.5,526,14392,192196,755244
22025,16897,8327,8570,6.7,7.5,7.8,7.4,15.4,35.8,19.4,6.1,7.6,7,7.2,12.4,36.5,23.2,39.5,42.2,148,1773,24089,93300
63764,5647,2753,2894,8.1,3,7,8.4,10.6,37.2,25.8,5.6,4.7,7.4,7.5,16.3,34.5,23.9,38.6,37.6,128,1055,7395,29610
31780,1974,955,1019,4.3,13.1,4.8,15.3,5.5,33.6,23.4,0.4,6.2,9.3,10.2,11,29.5,33.4,47.8,51.8,25,292,1902,7592
76061,188,143,45,0,0,0,0,0,39.2,60.8,0,0,0,0,0,0,100,66.3,-,9,38,253,1125
62930,6196,3054,3142,9.6,7.2,7.4,4.5,11.3,36,23.9,6.1,7.9,6,5,13,34.9,26.9,38,41.4,129,1609,16329,63451
50060,2328,1075,1253,6,5.3,10.3,8.3,11.3,30.1,28.7,7.2,5.3,7.8,5.5,11.9,29.2,33,47.5,46.3,74,1069,9700,37424
50228,2501,1226,1275,6.9,5.9,4.7,3.4,21,35.1,23,5.7,7.5,8.4,4.9,12.5,33.3,27.7,39.2,44.2,34,283,1796,9153
68623,266,131,135,5.3,0.8,17.6,24.4,8.4,23.7,19.8,4.4,7.4,30.4,12.6,4.4,14.8,25.9,53.8,52.8,5,15,147,660
58061,378,202,176,8.4,6.9,16.3,4,12.9,36.6,14.9,1.1,17.6,8,6.3,16.5,36.4,14.2,40.5,41.8,12,91,1133,4408
34695,17679,8343,9336,3.5,5.5,10.5,9.6,12,30.3,28.7,4.1,6.9,11.6,7.4,10.9,29.7,29.3,49,48.7,517,4998,52306,229332
78728,21081,9993,11088,7.7,7.8,6.1,4.9,10.8,52.8,9.9,5.7,7.2,5.4,5.9,9.1,53.3,13.3,33.2,32.7,504,14198,199101,812455
15084,9693,4852,4841,5.5,7.9,9,7.6,12.1,38.8,19.1,5.4,7.1,7.7,9.3,9.7,34.8,26,40.2,45.1,338,5443,35739,160577
95407,40959,21503,19456,7.1,7.1,5.8,5.2,15.3,49.1,10.5,6.6,6.2,5.7,6.5,15.6,46.9,12.5,31.5,32.6,919,15410,180161,762244
99504,42189,21403,20786,7.8,6.7,6,6.2,14.3,46.6,12.4,7.4,7,6.5,7.9,14.1,43,14,30,32.7,446,7768,214327,626323
6074,25806,12629,13177,5.9,8.6,8.2,8.6,15.4,34.8,18.4,3.5,8.8,8.6,7.1,11.2,34.7,26.2,41.6,45.5,828,12279,135105,596730
50597,1271,650,621,5.4,10.2,9.5,5.2,16.9,32.2,20.6,5,11.6,5.3,5.2,10.6,31.2,31.1,41,46.8,59,462,3809,15958
94573,192,112,80,23.2,0,0,21.4,0,42.9,12.5,0,0,0,15,7.5,77.5,0,26.3,24.8,48,1446,26584,101644
77539,41925,20753,21172,7.6,4.8,6.3,7.7,14.6,42,16.8,7.2,7.3,7.1,7.2,13.6,40,17.6,35.3,36.1,538,6285,54395,219540
49963,1026,553,473,7.6,6.1,6.9,2.7,13.7,44.3,18.6,6.8,6.6,9.3,4.4,17.1,33,22.8,30.6,42.3,16,179,997,4624
13337,602,295,307,6.8,3.1,11.2,13.6,18.3,8.5,38.6,0,7.2,7.2,19.5,1.6,36.2,28.3,57.3,53.4,23,77,399,1926
72653,27912,12993,14919,4.9,5.7,6.6,6.2,8.6,29.7,38.3,3.6,5.1,7.2,8,11.9,24.4,39.9,50.8,53.4,838,11528,89089,392680
4666,1134,589,545,3.1,9.8,9.5,12.7,12.4,21.4,31.1,2,11.2,8.1,10.8,10.3,22.6,35,52.4,52.9,27,65,405,1883
14134,123,50,73,10,0,36,0,16,28,10,0,0,5.5,0,31.5,31.5,31.5,43.3,34.9,19,198,1199,5467
74008,25196,12297,12899,9.1,5.6,5.4,7.3,18.1,38.4,16.1,7.8,6.3,6.1,6.5,16.5,38.3,18.5,34.2,35.8,534,4347,32557,137886
45310,237,125,112,5.6,5.6,4,5.6,20,34.4,24.8,4.5,0.9,5.4,10.7,14.3,38.4,25.9,39.4,39.5,12,78,714,2733
38029,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,39,178,817
92653,29037,14089,14948,4.1,6.6,7.9,9.4,10.6,40,21.6,4.2,6.2,8.4,8.2,11.8,36.5,24.7,41.2,43.7,1872,20981,227305,946202
63144,8792,3964,4828,2.9,7,12.3,6.3,9.3,47.1,15.2,8.6,6.6,6.5,5.2,10.5,44.2,18.4,38.2,34.2,704,13781,148646,612352
26405,1185,678,507,12.1,9.4,8.1,5.8,18.1,37,9.4,11.2,13.4,9.5,1.2,12.4,40.4,11.8,28.8,29,9,79,926,4066
5830,1694,880,814,3.3,5.6,8,9.2,11.9,43.8,18.3,4.8,7.9,12.7,6,9.7,32.1,26.9,39.1,47.4,28,270,2257,9867
20817,36164,16906,19258,5.4,10.8,7.8,6.8,16.3,29.3,23.7,5.8,8.4,8.1,7.2,13.9,29.8,26.7,44.4,45.3,1225,26531,680202,2250515
98168,32569,16803,15766,8.3,6.3,7.6,6.7,14.2,42.5,14.4,6.5,6.3,7.2,7.5,12,43.5,17,35.4,37.1,757,13541,184525,740262
60963,2107,1050,1057,6.1,5.1,11.7,3.9,12.9,42.1,18.2,12,5.5,7.4,7.8,10.4,36.2,20.7,37.1,36.3,25,134,722,3111
42634,1675,892,783,2.6,12.3,6.6,3.6,25.2,34.6,15,9.2,7.5,9.5,6,11,32.3,24.5,36,42.8,3,31,140,634
16038,3796,1899,1897,8.1,7.5,7.2,6.6,11,37,22.7,4.7,8,5.6,8.3,12.1,35.1,26.1,41.1,43.5,77,830,5024,22340
50148,476,249,227,9.2,10.8,3.6,4.4,11.2,36.1,24.5,4.8,6.2,7,9.3,12.3,33,27.3,39.9,44.8,5,12,55,258
39845,7939,3789,4150,2.1,9.6,6.6,5.3,14.3,34,28.1,5.2,7.6,6.7,7.1,10.9,31.7,30.8,44.7,46.1,181,1519,11242,47056
14781,2108,1070,1038,5,6.6,7.1,5.6,16.8,39.3,19.5,4.9,8.1,5.5,6.1,15.4,40.4,19.7,34.5,36.8,38,185,1103,5779
14031,10058,4922,5136,3.6,9.1,7.9,7.2,15.2,33.9,23.1,2.6,7.9,7.9,8.6,14.9,29.3,28.8,42.4,47.5,318,4526,66969,222206
46517,23959,11755,12204,6.6,5.5,6.7,3.8,16.7,43.7,16.9,7.9,5.8,5.6,5.2,15.4,40.7,19.4,34.3,35.2,490,9456,84257,345473
79547,773,418,355,12.4,3.8,5,3.3,15.3,28.5,31.6,13.5,4.2,5.6,3.9,6.8,30.4,35.5,39.9,44.7,12,89,827,3240
62633,643,345,298,2,6.7,17.1,4.6,6.1,36.8,26.7,4,11.4,11.4,5.4,13.1,24.5,30.2,48.4,49.3,12,136,1537,7829
22193,80461,40420,40041,7.3,7,7.4,6.6,17.9,44.2,9.6,7.1,7.7,8.2,5.1,15.2,43.3,13.4,32,34.7,743,5603,41901,182053
88001,36131,18969,17162,7.9,4.4,3.3,2.3,11.8,55.7,14.5,6.9,5.4,4.8,5.1,10.8,47.2,19.9,25.8,32.4,949,12416,73463,302470
64752,773,404,369,4.2,7.4,9.4,5.9,12.4,39.6,21,4.9,7.6,10,7.9,20.9,30.6,18.2,36.7,38.1,14,76,931,3731
4085,1859,790,1069,0,12.4,4.3,15.4,3.5,39.6,24.7,11.2,9.6,3.3,11.3,20.6,26.6,17.4,48,40.1,15,41,217,1178
12935,1571,769,802,3.3,10.3,7.8,9.9,7.2,40.3,21.3,4.6,8.7,7.6,5.7,11.6,38.4,23.3,44.2,41.8,19,132,854,3889
60951,761,392,369,3.6,6.6,13.8,9.7,8.2,36.5,21.7,3.5,4.6,8.7,11.4,7,38.2,26.6,46.8,46.5,5,55,552,4137
61006,1764,936,828,2.6,6.2,8.7,10.6,14.1,31.9,26,4.7,11.4,12.1,6.5,7.5,31.5,26.3,45.9,47.5,32,755,7166,30058
37416,14815,6654,8161,4.6,4.2,7.9,6.3,11,46.3,19.7,5,6,7.5,6.4,9.5,39.8,25.9,33.6,41.1,382,8852,84578,401031
73105,5731,2511,3220,5.7,8.4,5.4,5.3,12.1,45.5,17.6,6.1,6.8,5.3,7.4,6,46.6,21.7,33.5,35.3,402,6957,88071,378340
75436,2035,957,1078,7,7.2,6.2,5.9,15.4,33.4,25,11.2,4.7,11.1,5.6,10.9,32.7,23.7,35.8,37.9,19,331,3059,15989
68824,1486,741,745,8.9,5,11.1,3.8,21.7,31.2,18.4,4.7,6,5.4,7.9,16.5,40.8,18.7,37.6,35.6,28,126,1148,4414
99357,3953,2380,1573,7.1,6.8,2.9,1.7,12,64.1,5.4,12,7.9,3.1,4.6,27.3,35.7,9.3,25.5,23.4,55,494,4827,20338
11509,2174,1083,1091,1.4,4.4,10.5,9,11.7,26.8,36.1,1.2,4.4,16.4,11.4,8.2,23.7,34.7,51,54.2,71,426,5877,27830
47925,256,129,127,24,0,11.6,0,5.4,48.1,10.9,0,7.9,4.7,0,5.5,48.8,33.1,32.7,29.1,8,51,352,1504
50038,105,60,45,0,0,10,41.7,8.3,23.3,16.7,0,0,31.1,0,0,24.4,44.4,57.4,54.8,5,139,793,5863
85708,4180,2106,2074,24.7,1.4,0,0,22.1,50.9,0.9,21.6,1.4,0.4,1.7,16.6,56.9,1.3,21.1,23.2,8,37,646,2309
54844,260,147,113,0,2,12.2,6.8,2.7,23.8,52.4,2.7,8.8,5.3,8.8,4.4,18.6,51.3,61.1,60.8,7,13,67,291
34951,14891,7278,7613,2.4,7.8,8.1,7.4,8.1,25.1,41.1,2.8,4.4,9.2,7.9,7.3,21.1,47.3,54.2,58.4,163,1527,12410,51343
73501,20482,11300,9182,5.8,8,7.3,4.7,11.5,47.1,15.6,6.5,7.6,6.5,6,12.3,42,19.1,35.3,37.1,774,9887,70257,301546
5767,1052,552,500,4.7,7.2,10.1,9.2,15.2,24.6,28.8,5,8.2,5.4,9.6,4.2,29.8,37.8,49.2,52.5,40,265,2011,8689
23354,221,141,80,35.5,0.7,0,0,0,43.3,20.6,0,0,0,0,17.5,38.8,43.8,22.4,44.6,12,76,647,3070
60145,2654,1380,1274,4.5,8.8,8,8.4,11.5,43.9,14.9,7.9,9.1,8.5,8.8,14.1,38.1,13.5,37,36.7,41,152,1095,5663
68790,741,377,364,3.7,9.3,8.5,9.5,20.4,32.9,15.6,8.5,9.9,10.2,4.1,11.5,38.2,17.6,39.9,39.3,10,34,288,1070
39739,2528,1033,1495,5.7,2.8,6.7,9.6,25.5,33.9,15.9,7.1,5.4,10.4,5.6,9.4,40.7,21.5,31.4,40.6,31,145,658,2788
47541,1285,611,674,6.1,9.5,12.6,3.3,12.1,33.7,22.7,7.1,9.8,7.4,0.9,13.8,36.2,24.8,44.2,40.1,25,333,2487,10589
37243,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,256,4022,15108
76311,7239,5619,1620,5,0.5,0.5,0,2.9,90.6,0.4,5.6,1.7,1,0.7,17.7,72.6,0.7,20.5,20.6,35,1561,18497,74195
29016,19397,8939,10458,5.2,8.2,6.8,5.8,18.4,40.3,15.3,9.2,7.8,8.8,5.9,11.9,42.4,14,36.9,39.1,269,4706,55551,237203
73132,27756,12775,14981,7.1,5.4,5.6,6.8,14.8,43.6,16.7,7.4,4.6,6.8,6.2,14.8,39.8,20.4,31.9,35.3,674,9856,95145,398706
38019,15863,7692,8171,8.1,6.4,6.6,7.3,13.7,39.8,18.1,6.2,7.2,8.5,6.6,11.5,37.7,22.3,35.8,40.3,338,5529,42369,177540
70067,2816,1479,1337,7,4.4,6.4,5.7,19.5,36.2,20.8,5.2,5.2,9.6,5.4,15.3,41.1,18.2,36.2,37.6,40,393,4366,17264
52353,8957,4272,4685,5,6.2,7.5,8.2,13.6,32.7,26.8,4.8,4.1,7.7,7.3,13.5,33.7,28.9,43,43.7,355,3734,27139,119868
4923,496,244,252,0.8,10.2,9,13.5,8.2,22.5,35.7,1.6,4.8,9.1,10.7,10.7,25.8,37.3,54.3,52.3,5,9,23,139
19554,356,215,141,1.4,9.8,20,1.9,2.3,30.2,34.4,6.4,2.1,29.1,7.1,7.8,27.7,19.9,53.1,51.6,13,189,1401,6032
60044,9715,4485,5230,3.7,7.2,11.8,9.2,10.6,35.8,21.8,4.2,9.6,8.4,6.6,15.2,33.2,22.8,44.9,43.2,488,4883,100945,371866
60513,18964,8753,10211,8.8,6.2,6.7,9.5,12,39,17.8,4.9,6.2,7.8,7.4,12.9,39.7,21.2,37.8,39.9,363,3168,27135,124447
19131,41652,18091,23561,5.3,5.1,5.9,7.5,11.8,47,17.5,6.2,5.2,5.9,7,7.6,40.4,27.7,33,40.3,459,12523,117091,480013
30067,47556,23511,24045,6.9,6.8,5.9,4.7,16.2,48,11.4,7.3,5.8,6.6,7.3,12.8,46.3,13.8,31.6,34.3,1477,24908,296236,1240514
78029,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,69,615,2594
55422,28777,13551,15226,7.9,7.7,7.2,7.1,10.6,39.1,20.3,6.3,7.9,6.6,7.6,10.5,35.8,25.4,38.8,42.5,787,22148,380178,1450999
13643,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,82,427,2079
6382,11727,6712,5015,2,5,11.1,5.2,8.8,46.7,21.3,5.3,6,9,8.4,11.4,29.1,30.7,38.9,47.8,220,10258,77857,316930
46570,1230,599,631,8.7,5.7,7.2,12.4,9.8,43.1,13.2,1.9,0,8.9,4.8,29,38,17.4,39.4,29.4,16,136,1144,4801
19465,17069,8187,8882,4,9.7,7.8,7.3,16.1,33.3,21.8,4,7.6,8.7,6.7,14.3,34.6,24.2,42.6,43.3,349,2759,18625,81408
32187,1538,787,751,0,10,4.3,5.7,9.4,34.7,35.8,0,10.3,10.5,15.7,8.5,12.3,42.7,49.3,55.8,33,111,563,2500
